"作品Title/曲名","Video /BGA      (optional)","sequenceId","bg","提交時間","ID","Created Date","Updated Date","Owner","作品Title/曲名的複本","isDQ"
"ねぇねぇねぇ。","wix:video://v1/a7a141_2da2c3d4d4ee4e6b97ec0dd7d61137a1/mv.mp4#posterUri=a7a141_2da2c3d4d4ee4e6b97ec0dd7d61137a1f001.jpg&posterWidth=852&posterHeight=480","266","wix:image://v1/a7a141_a08b0b448fb44769b1a57454e02fdff5~mv2.jpg/bg.jpg#originWidth=1280&originHeight=720","2026-04-30T17:29:09Z","work-row-0001","2026-04-30T17:29:11Z","2026-05-09T16:56:22Z","user-0021","","true"
"裏命ちゃんのフクオカトリップ奇騒曲","wix:video://v1/bc0d05_d8693671f95444b5b071a1c71aa2e02f/mv.mp4#posterUri=bc0d05_d8693671f95444b5b071a1c71aa2e02ff001.jpg&posterWidth=854&posterHeight=480","86","wix:image://v1/bc0d05_be7a4ebf35ab46cebd9af7cbef81d5d6~mv2.jpg/bg.jpg#originWidth=1080&originHeight=1080","2026-04-10T01:48:38Z","work-row-0002","2026-04-10T01:48:39Z","2026-05-03T07:27:01Z","user-0090","","true"
"芥の部屋は錆色に沈む","","242","wix:image://v1/ad2fef_2f1eda51ed074333bbf6aad954696e83~mv2.jpg/bg.jpg#originWidth=1600&originHeight=1600","2026-04-23T21:59:07Z","work-row-0003","2026-04-23T21:59:08Z","2026-05-03T15:46:20Z","user-0192","","true"
"異星にいこうね (feat. 星界)","wix:video://v1/d04e7f_77a4654b1e7c4ac7909e44b926f48383/bg.mp4#posterUri=d04e7f_77a4654b1e7c4ac7909e44b926f48383f001.jpg&posterWidth=854&posterHeight=480","174","wix:image://v1/d04e7f_bfd3730f4f984c698cc8a29ec4aa7a31~mv2.png/bg.png#originWidth=500&originHeight=500","2026-04-13T04:23:26Z","work-row-0004","2026-04-13T04:23:27Z","2026-05-09T18:17:44Z","user-0087","","true"
"SAN値直葬","wix:video://v1/abe879_3a4091338cbf41b4a269226633d782ad/mv.mp4#posterUri=abe879_3a4091338cbf41b4a269226633d782adf001.jpg&posterWidth=854&posterHeight=480","81","wix:image://v1/abe879_2b10d099deb548f6902a3dc786cd4292~mv2.jpg/bg.jpg#originWidth=1400&originHeight=1400","2026-04-09T18:45:25Z","work-row-0005","2026-04-09T18:45:27Z","2026-04-25T04:28:06Z","user-0024","","true"
"バリアシエラ","","278","wix:image://v1/31b053_076d17e505c1437ab6d2e11254b12c63~mv2.jpg/bg.jpg#originWidth=500&originHeight=500","2026-05-02T17:37:34Z","work-row-0006","2026-05-02T17:37:36Z","2026-05-09T18:21:11Z","user-0208","","true"
"終焉逃避行","wix:video://v1/ff432b_ffd1ec5bcc9142cd985b0d61adfaae7d/bg.mp4#posterUri=ff432b_ffd1ec5bcc9142cd985b0d61adfaae7df001.jpg&posterWidth=854&posterHeight=480","99","wix:image://v1/ff432b_f1b96d74bb5b4c32b555be3121f1d841~mv2.jpg/bg.jpg#originWidth=1400&originHeight=1400","2026-04-10T06:48:49Z","work-row-0007","2026-04-10T06:48:50Z","2026-05-09T18:15:54Z","user-0156","","true"
"黒塗り世界宛て書簡","","78","wix:image://v1/e6a1f5_3339e719300244d2b38b104ed66e554f~mv2.jpg/bg.jpg#originWidth=1600&originHeight=1600","2026-04-09T17:57:04Z","work-row-0008","2026-04-09T17:57:04Z","2026-05-03T07:26:47Z","user-0180","","true"
"OGRE","wix:video://v1/605de5_d30a69b272b545858b449162b2810ff2/bg.mp4#posterUri=605de5_d30a69b272b545858b449162b2810ff2f001.jpg&posterWidth=854&posterHeight=480","18","wix:image://v1/605de5_2043f52d2d5f4fd49956f1e3c0d3b2f2~mv2.jpg/bg.jpg#originWidth=1400&originHeight=1400","2026-04-09T05:31:00Z","work-row-0009","2026-04-09T05:31:00Z","2026-04-25T04:23:36Z","user-0105","","true"
"マイクロアグレッション","wix:video://v1/fa7bbc_886ecda2ebb144cca2e3558d20621c4b/bg.mp4#posterUri=fa7bbc_886ecda2ebb144cca2e3558d20621c4bf001.jpg&posterWidth=854&posterHeight=480","118","wix:image://v1/fa7bbc_f273df88b2d743bb82ec542ca0d9ab23~mv2.jpg/bg.jpg#originWidth=1400&originHeight=1400","2026-04-10T15:19:57Z","work-row-0010","2026-04-10T15:19:59Z","2026-05-03T07:27:40Z","user-0227","","true"
"恋愛裁判","wix:video://v1/021359_14d1ffb6d18b457eb499653268d30eb0/pv.mp4#posterUri=021359_14d1ffb6d18b457eb499653268d30eb0f001.jpg&posterWidth=300&posterHeight=300","233","wix:image://v1/021359_4553fa3030e04f1384e38609d29f0d89~mv2.jpg/bg.jpg#originWidth=600&originHeight=600","2026-04-22T13:33:36Z","work-row-0011","2026-04-22T13:33:38Z","2026-04-25T04:32:27Z","user-0197","","true"
"不死身ごっこ","wix:video://v1/952f70_8512ec478adb472cb1f1a27261e53509/pv.mp4#posterUri=952f70_8512ec478adb472cb1f1a27261e53509f001.jpg&posterWidth=854&posterHeight=480","39","wix:image://v1/952f70_3dc5bd3c0f9d45d490d10d7c486c0636~mv2.jpg/bg.jpg#originWidth=1600&originHeight=1600","2026-04-09T12:18:07Z","work-row-0012","2026-04-09T12:18:07Z","2026-05-02T17:45:42Z","user-0281","","true"
"ぼかろころしあむ","wix:video://v1/c9b09f_18991572f3d6448e887a1c6d943b8094/pv.mp4#posterUri=c9b09f_18991572f3d6448e887a1c6d943b8094f001.jpg&posterWidth=1920&posterHeight=1080","295","wix:image://v1/c9b09f_c797deab772a45d6b430edc34fa3567e~mv2.jpg/bg.jpg#originWidth=1152&originHeight=720","2026-05-03T06:17:50Z","work-row-0013","2026-05-03T06:17:51Z","2026-05-03T15:43:01Z","user-0282","","true"
"RIP＝RELEASE","wix:video://v1/a26d9c_724dd43b0819479f8ae52256b8f3b5fa/pv.mp4#posterUri=a26d9c_724dd43b0819479f8ae52256b8f3b5faf001.jpg&posterWidth=854&posterHeight=480","71","wix:image://v1/a26d9c_ac0a7cfa4fcb44788f4d9b5ee5e5ad2e~mv2.png/bg.png#originWidth=568&originHeight=566","2026-04-09T16:57:44Z","work-row-0014","2026-04-09T16:57:44Z","2026-05-03T07:26:39Z","user-0217","","true"
"WATER","","2","wix:image://v1/a93f8f_b8b6df1685b94593822938a5e5b8ed23~mv2.jpg/bg.jpg#originWidth=500&originHeight=500","2026-04-09T04:38:25Z","work-row-0015","2026-04-09T04:38:25Z","2026-05-03T07:25:10Z","user-0193","","true"
"『風船と少女』","wix:video://v1/ce329c_919c0928516f4095a4b20daa912d60f1/bg.mp4#posterUri=ce329c_919c0928516f4095a4b20daa912d60f1f001.jpg&posterWidth=1280&posterHeight=720","194","wix:image://v1/ce329c_05291499a7a14218acbf96050502feb9~mv2.jpg/bg.jpg#originWidth=1080&originHeight=1080","2026-04-16T13:32:53Z","work-row-0016","2026-04-16T13:32:53Z","2026-05-09T18:18:30Z","user-0247","","true"
"春暮るる","wix:video://v1/d8b951_b5ec530c2eec408ba2e152a27a68f5fc/pv.mp4#posterUri=d8b951_b5ec530c2eec408ba2e152a27a68f5fcf001.jpg&posterWidth=854&posterHeight=480","259","wix:image://v1/d8b951_36bea625461045b08c99fc0f2fe44de7~mv2.jpg/bg.jpg#originWidth=1000&originHeight=1000","2026-04-29T09:00:11Z","work-row-0017","2026-04-29T09:00:12Z","2026-04-29T09:04:35Z","user-0127","",""
"ラッキー☆オーブ","wix:video://v1/bc607b_9e45683a8fdd4e7f885d11059afedada/bg.mp4#posterUri=bc607b_9e45683a8fdd4e7f885d11059afedadaf001.jpg&posterWidth=638&posterHeight=360","227","wix:image://v1/bc607b_737eb6a88cfc4896873618c972e93746~mv2.png/bg.png#originWidth=1024&originHeight=1024","2026-04-21T17:51:16Z","work-row-0018","2026-04-21T17:51:17Z","2026-05-09T18:19:31Z","user-0018","","true"
"Search of ""Life is Beautiful""","","152","wix:image://v1/e3ef2b_94afc3952e0b449cae3bcf9ee016d76c~mv2.jpg/bg.jpg#originWidth=1334&originHeight=750","2026-04-11T18:44:18Z","work-row-0019","2026-04-11T18:44:18Z","2026-05-03T07:28:52Z","user-0120","","true"
"創作性シンドローム","wix:video://v1/7bf306_aecc2a36b2bf446fb8dcc7c702757fab/bg.mp4#posterUri=7bf306_aecc2a36b2bf446fb8dcc7c702757fabf001.jpg&posterWidth=428&posterHeight=240","14","wix:image://v1/7bf306_977856f0bf57466e87f49b9d69c90f37~mv2.jpg/bg.jpg#originWidth=1000&originHeight=1000","2026-04-09T05:24:56Z","work-row-0020","2026-04-09T05:24:57Z","2026-05-09T18:14:02Z","user-0012","","true"
"九段下パンデミック","","241","wix:image://v1/620c91_6e5567a846fb45eeb4a490b13b84d297~mv2.jpg/bg.jpg#originWidth=640&originHeight=640","2026-04-23T16:26:50Z","work-row-0021","2026-04-23T16:26:52Z","2026-05-09T16:55:59Z","user-0143","","true"
"ココロの質量","wix:video://v1/1396c6_4df74e26a5d5411fbbbb3c3de1c30cb1/bg.mp4#posterUri=1396c6_4df74e26a5d5411fbbbb3c3de1c30cb1f001.jpg&posterWidth=854&posterHeight=480","35","wix:image://v1/1396c6_2621561d4b3e4d3f9d7e32f122de2b90~mv2.png/bg.png#originWidth=1079&originHeight=1080","2026-04-09T11:31:44Z","work-row-0022","2026-04-09T11:31:45Z","2026-04-26T04:58:36Z","user-0212","","true"
"トーチカ","","91","wix:image://v1/4b285f_1f6a5384fd894c7ab4fa5cb0692e41ad~mv2.png/bg.png#originWidth=800&originHeight=500","2026-04-10T04:35:29Z","work-row-0023","2026-04-10T04:35:30Z","2026-05-03T07:27:11Z","user-0022","","true"
"幕を下ろそう、パレードへ","wix:video://v1/d8f3d5_7a533c3ad4db474baaf7aaf77e197bcb/mv.mp4#posterUri=d8f3d5_7a533c3ad4db474baaf7aaf77e197bcbf001.jpg&posterWidth=874&posterHeight=480","216","wix:image://v1/d8f3d5_03c1543494124b909d02f33503584e98~mv2.jpg/bg.jpg#originWidth=720&originHeight=720","2026-04-19T09:33:54Z","work-row-0024","2026-04-19T09:33:55Z","2026-04-25T04:32:21Z","user-0283","","true"
"ガブチ feat. 重音テトSV","wix:video://v1/955c69_c5349ceb67d64260952f7e5e27ba0696/bg.mp4#posterUri=955c69_c5349ceb67d64260952f7e5e27ba0696f001.jpg&posterWidth=1280&posterHeight=720","49","wix:image://v1/955c69_6fd5cd143d4c4b0a9d353b80a48cb5a0~mv2.png/bg.png#originWidth=468&originHeight=466","2026-04-09T14:57:58Z","work-row-0025","2026-04-09T14:57:59Z","2026-05-09T18:14:43Z","user-0063","","true"
"アトラクトライト","","191","wix:image://v1/56fcab_cf2bd676cf2e44798c133141c48b75df~mv2.jpg/bg.jpg#originWidth=740&originHeight=740","2026-04-14T16:11:35Z","work-row-0026","2026-04-14T16:11:36Z","2026-04-26T04:53:07Z","user-0284","","true"
"ドリームレス·ドリームス","","229","wix:image://v1/e2089b_edcf2fc38b4d4697b0fe09da643844be~mv2.jpg/bg.jpg#originWidth=800&originHeight=800","2026-04-22T01:15:33Z","work-row-0027","2026-04-22T01:15:34Z","2026-05-03T07:30:53Z","user-0007","","true"
"ことばのおばけがまどからみている","","30","wix:image://v1/ed7fe9_08289a9b956341f4ae8deefa73de6cb2~mv2.jpg/bg.jpg#originWidth=625&originHeight=625","2026-04-09T10:32:12Z","work-row-0028","2026-04-09T10:32:13Z","2026-04-25T04:24:04Z","user-0238","","true"
"爱言叶V","wix:video://v1/c52e5b_a0217526b66544f1a26fba1e01445391/pv.mp4#posterUri=c52e5b_a0217526b66544f1a26fba1e01445391f001.jpg&posterWidth=1200&posterHeight=1200","172","wix:image://v1/c52e5b_0ed8d52bcbe24825bd4156008b825d65~mv2.png/bg.png#originWidth=1080&originHeight=1080","2026-04-13T03:42:34Z","work-row-0029","2026-04-13T03:42:35Z","2026-04-25T04:41:21Z","user-0237","","true"
